name,type,ProductServices
Doyle-Garza,Company,"Risers, staging and platforms; storage products (media storage, instrument storage, garment storage, sheet music storage, classroom storage, storage carts, shelving, music lab workstations); music chairs (symphony chair, musician chair, student chair, cellist chair, string bassist/percussionist chair, conductor's chair, Ensemble Stool, sousaphone chair, portable audience chair, high density portable audience chair, fixed audience seating); music stands (stand lights, universal tablet stand, large music stand cart, acoustic shield, cymbal holder); conductor's equipment (conductor's chair, Director's Stand, Rehearsal Resource Center, Folding Conductor's Podium); teaching tools (Rehearsal Resource Center, Stereo Workstation, Stage Boxes, Poster/Teaching Storage Cabinet, Small Instrument Cabinet, Music Lab Workstations, Wardrobe Cabinet, Bookcases); sound isolation solutions (acoustical door, VAE Package upgrade); acoustical shells and panels; theater products; marching band products (uniform cart, cargo cart, timpani cart, auxiliary podium); and athletic products (mobile kiosk, customizable wood lockers, field podium"
Doyle-Gomez,Company,Unknown
Drake LLC,Company,Unknown
"Drake, Mckinney and Armstrong",Company,Unknown
Duarte and Sons,Company,"Red fish fillets, blue cod fish fillets, and other products"
"Duarte, Lee and Matthews",Company,Paper and paperboard wood pulp and other fiber pulp
"Dudley, Acosta and Hernandez",Company,Unknown
Duffy LLC,Company,Unknown
"Duffy, Green and Lane",Company,Unknown
Duffy-Stanley,Company,Unknown
"Duke, Arnold and Ortiz",Company,Unknown
"Duke, Castillo and Frazier",Company,Industrial inorganic chemicals and allied products
"Duke, Evans and Horn",Company,Unknown
Duke-Davis,Company,Unknown
Duke-Johnson,Company,"Scissors, Sewing, Stationery, Iron-On Patches [source: freelance researcher]"
Duncan and Sons,Company,Collectible pins and framed pin sets [source: freelance researcher]
Duncan Inc,Company,Unknown
Duncan Ltd,Company,Food products
Duncan PLC,Company,Unknown
"Duncan, Mays and Hernandez",Company,Unknown
Duncan-Anderson,Company,"Tools, foundry, parts out of aluminium bronze, and other related iron work"
Duncan-Hickman,Company,"Offers a wide range of processed and preserved shellfish, and exotic fish; Catfish, cod, shark, snapper, swordfish, tuna, whitefish, yellowtail, clams, crabs, lobsters, mussels, oysters, scallops, salmons, seaweeds, octopus, crayfish, shrimps, mackerels, seabass, smelts, sole, pollack, and hoki fillet"
Duncan-Hooper,Company,Unknown
Duncan-Kennedy,Company,Unknown
Duncan-Taylor,Company,Management and operation of sporting goods stores
Duncan-Velazquez,Company,Motor vehicles
Duncan-Welch,FishingCompany,Seafood and frozen cephalopods
Duncan-Williams,Company,"Temperature controllers, fluid meters and counting devices, force gauges, anemometers, cable height meters, controller / monitors, distance meters, field strength meters, frequency counter, humidity meter, infrared thermometers, metal detector, voltage detectors, barometers, car testers, calibrators and continuity tester"
Dunlap Group,Company,Unknown
Dunlap Ltd,Company,"Food, beverage, confectionery, and retail products"
"Dunlap, Fleming and Brown",LogisticsCompany,"Power and Gas segment (gas and steam turbines, generators for gas or steam power plants, compressor trains, integrated power plant solutions, and instrumentation and control systems for power generation, and producing and transporting oil and gas); Wind Power and Renewables segment (geared and direct drive wind turbines for onshore and offshore applications; and engages in the hydro power business); Energy Management (offers products, systems, solutions, software, and services for transmitting and distributing power, and developing intelligent grid infrastructure); Building Technologies segment (provides automation technologies and digital services for fire safety, security, building automation, heating, ventilation, air conditioning, and energy management); Mobility segment (passenger and freight transportation, including rail vehicles and automation systems, and electrification systems; road traffic technology, IT solution, and related services; and consulting, planning, financing, construction, service, and mobility system services); Digital Factory segment (provides products and system solutions for manufacturing industries; and lifecycle and data-driven services); Process Industries and Drives segment (couplings, gears, motors and converters, process instrumentation systems, process analytics devices, wired and wireless communication, industrial identification and power supplies, and decentralized control systems and industrial software; and application-specific systems and solutions); Healthineers segment (provides medical technology and software solutions; and clinical consulting and training); Financial Services segment (offers leasing solutions and equipment; and debt and equity investment products)"
Dunn Group,Company,Unknown
Dunn Inc,Company,"Alaska Pollock, Arrowtooth Flounder, Atlantic Cod / Pacific Cod, Atlantic Mackerel, Black Cod, Chilean Seabass, Greenland Halibut, Haddock, King Salmon / Coho Salmon, Saithe, and Yellowfin Sole"
Dunn LLC,Company,Unknown
Dunn Ltd,Company,Unknown
"Dunn, Johnson and Mora",Company,"Lifting and handling equipment (cleaning equipment for roads, sidewalks and tracks with auxiliary device for winter season, electrical trolley cranes 1-250 t, aluminum works manipulators, complex steel structures, hydraulic rollers, container loaders, lifting, trailer and scissors platforms up to 27 m, injection molding machines, pallets, forklift components, products made of high-grade materials, and other engineered semi-finished products)"
"Dunn, Moody and Richards",Company,Unknown
"Dunn, Moran and Sherman",Company,Glues and adhesives
"Dunn, Ray and Vaughn",Company,Unknown
Dunn-Bennett,Company,Gelatine products
Dunn-Fernandez,Company,Unknown
Dunn-Harrison,Company,Caviar
Dunn-Jordan,Company,Unknown
Duran and Sons,Company,Soft capsules
Duran Group,Company,Unknown
Duran PLC,Company,Unknown
"Duran, Duncan and Carr",Company,Unknown
"Duran, White and Smith",Company,Unknown
Duran-Bennett,Company,Unknown
Duran-Sanchez,Company,Unknown
Duran-Vaughn,Company,Unknown
"Durham, Harper and Graves",Company,Unknown
"Durham, Ward and Hester",Company,"Primarily sells the following products: fish, (tuna, catfish, tilapia, sword fish, bass, trout, and salmon), shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams"
Durham-Rodgers,Company,"Covers six product divisions: Synthetic resins division, unsaturated polyester resins division, copper-clad laminates division, photoresist materials division and optical materials division"
Dyer and Sons,Company,Unknown
"Dyer, Deleon and West",FishingCompany,Fish and seafood products
"Dyer, Perez and Morgan",Company,Woven and knit fabrics; Vinyl extrusions and coatings
Dyer-Campbell,FishingCompany,"Seafood products include scrumptious tuna sensations made from premium Yellowfin Tuna mixed with a selection of flavorsome ingredients, wild pink and red salmon, the lunchboxed size tuna sensations with crackers, ready-to-eat marinated Greenshell Mussels"
Dyer-Hubbard,Company,Unknown
Dyer-Matthews,LogisticsCompany,International shipping and custom brokerage services
Eaton and Sons,Company,"Film-coatings systems, modified-release technologies, and excipients"
Eaton PLC,Company,Unknown
"Eaton, Crawford and Barker",Company,Food products
Eaton-Murphy,Company,Unknown
Eaton-Osborne,FishingCompany,Fish and other seafoods
Eaton-Wiggins,Company,Frozen-at-sea groundfish products
Edwards and Sons,Company,Unknown
Edwards Group,FishingCompany,Fish and seafoods products
Edwards Ltd,Company,Unknown
Edwards PLC,LogisticsCompany,"Steel (marketing of API (active pharmaceutical ingredient) materials, automotive flat products, and electrical flat products); metal (distribution of iron ore pellet, scrap, and steel items including slab, billet, and shape steel; and raw materials for basic industry); machinery (marketing of industrial and heavy machinery and equipment, as well as defense-related commodities and paper making equipment); automotive and component (marketing of ball joint, aluminum wheel, and automobile seat parts, among others); commodity (marketing of grains, cotton, construction materials, and petrochemical products); media and electronics (marketing of LCD (liquid crystal display) TV and monitor, PDP (plasma display panel) TV, digital versatile disc, telecommunication devices, and other home appliances); chemical (trading of plastic resins, polyester raw materials, tire raw materials, fertilizers, and fine chemicals, among others); textile (trading of fiber and yarn as well as leather); and distribution (operation and management of department stores)"
"Edwards, Brooks and Grimes",Company,Fruits and vegetables
"Edwards, Brown and Simpson",Company,Unknown
"Edwards, Brown and White",Company,Unknown
"Edwards, Curry and Miranda",Company,Unknown
"Edwards, Dean and Wheeler",Company,Unknown
"Edwards, Donovan and Marquez",Company,Food products
"Edwards, Fisher and Bryant",Company,Through its subsidiary (production of salmon and trout)
"Edwards, Fletcher and Foster",Company,Unknown
"Edwards, Francis and Johnson",Company,Unknown
"Edwards, Hensley and Davis",Company,Unknown
"Edwards, Reed and Martin",Company,"Business support services (Organizational change management assistance, development of coaching skills, technology implementation, strategy development, and operational improvement services)"
"Edwards, Reid and Weeks",Company,Unknown
"Edwards, Smith and Small",Company,"Provides a wide variety of tra and basa products such as pangasius fillet, portion, skewer, steak, roll, value added products and industrial block"
"Edwards, Taylor and Garcia",Company,"Rings, forgings and metal products"
Edwards-Anderson,Company,Unknown
Edwards-Baxter,Company,Farmed and wild fish products
Edwards-Blackburn,Company,"Involved in dealing a wide range of products that include wheat, rice, corn and other related products"
Edwards-Harris,Company,Unknown
Edwards-Jones,Company,Operation of supermarkets
Edwards-Ramsey,Company,Unknown
Edwards-Ryan,Company,"Pencils, color pencils, ballpoint pens, mechanical pencils, marking pens, correction tapes, erasers, correction fluids, adhesive tapes, glue sticks; Liquid glues"
Edwards-Taylor,Company,Unknown
Edwards-Walker,LogisticsCompany,"Project logistics and consulting, worldwide container services, break bulk cargo shipment, chartering, crosstrades, multimodal transport solutions, storage, cargo handling, crating and transport insurance"
Edwards-Winters,Company,Unknown
Elliott and Sons,Company,"Frozen products include frozen pizzas; baking mixes comprise shaker and all-purpose, and lava and sauce 'n cakes; dessert mixes include citrus pie filling, cooked pudding, mousse, dessert, traditional cooked pudding, and no bakes dessert mixes; and organic products comprise organic vanilla and chocolate cakes, chocolate fudge brownies, chocolate chip cookies, oatmeal and apple cinnamon muffins, and coconut puddings"
Elliott Ltd,Company,Unknown
Elliott PLC,Company,Unknown
"Elliott, Ho and Harper",Company,Unknown
"Elliott, Villarreal and Sosa",Company,Unknown
Elliott-Farmer,Company,Office automation equipment
Elliott-Lloyd,Company,Unknown
Elliott-Swanson,Company,Unknown
Elliott-Tate,Company,Unknown
Elliott-Yang,Company,Unknown
Elliott-Zamora,Company,"Piece goods, fabrics, knitting yarns, thread and other notions, and accessories; Services (Preparation of fibers, weaving of fabric, knitting of fabric, and fiber and fabric finishing, finishing and fabricating fabric products, and basic alterations, such as hemming, taking in or letting out of fabrics, lengthening or shortening services)"
Ellis Group,Company,Unknown
Ellis Inc,Company,"Socks, legwear, sportswear, bodywear and accessories"
Ellis LLC,Company,Unknown
Ellis Ltd,Company,School supplies
Ellis PLC,Company,Unknown
"Ellis, Hamilton and Cunningham",LogisticsCompany,"Air Logistics, Ocean Logistics, Warehousing & Distribution, Customs Brokerage, Freight Forwarding, Rail & Trucking Services, Cargo Insurance, Liquid Bulk Transport, Project & Oversized Cargo, Container Sales, and E-commerce"
"Ellis, Holmes and Lawrence",Company,Unknown
"Ellis, King and Gibson",Company,"Fabrics and garments (boxer brief, boxer short, brief, g-strings, long john, long sleeve, muscle shirt, singlet, t-shirt, bikini, boy short, pajama pants, camisole, sleepwear, and top bra; and French terry mini jaquard, interlock, interlock mini jaquard, lycra single jersey, single jersey, and single jersey mini jaquard)"
"Ellis, Lewis and Johnson",Company,Unknown
"Ellis, Meyer and Mendoza",Company,Unknown
"Ellis, Palmer and Young",Company,Unknown
"Ellis, Parks and Jimenez",Company,Unknown
"Ellis, Smith and Moore",Company,Unknown
Ellis-Bass,Company,Unknown
Ellis-Dillon,Company,Unknown
Ellis-Hernandez,Company,Unknown
Ellis-Hunter,Company,Atka mackerel; redfish; Pacific cod; Pollock; Northern rockfish; sole; bluewhiting; mackerel; boarfish; Alfonsino; sardine; Pacific Saury
Ellis-Martin,Company,A range of frozen shrimp and value-added products
"Ellison, Fleming and Hatfield",Company,Unknown
